time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
205876,1.06,-0.02,-0.06,-0.22,-0.09,-0.23
205879,1.06,-0.02,-0.06,0.12,-0.05,0.24
205882,1.07,-0.02,-0.06,-0.11,0.08,-0.13
205885,1.06,-0.01,-0.06,-0.00,0.63,-0.05
205888,1.06,-0.01,-0.05,-0.02,-0.23,0.21
205891,1.06,-0.01,-0.06,0.15,0.01,0.04
205894,1.06,-0.02,-0.06,0.20,-0.20,0.18
205897,1.06,-0.01,-0.06,0.36,-0.11,-0.20
205900,1.06,-0.02,-0.05,0.06,-0.12,0.24
205903,1.06,-0.01,-0.05,0.09,-0.43,0.16
205906,1.06,-0.01,-0.06,-0.20,-0.21,0.24
205909,1.06,-0.01,-0.06,0.09,0.15,-0.11
205913,1.06,-0.01,-0.06,0.04,-0.18,0.15
205916,1.06,-0.01,-0.06,-0.12,-0.35,0.19
205919,1.06,-0.02,-0.06,0.12,0.14,-0.08
205922,1.06,-0.01,-0.06,0.17,0.27,-0.07
205925,1.06,-0.02,-0.06,-0.12,-0.09,0.04
205928,1.07,-0.02,-0.06,0.06,0.09,-0.08
205931,1.06,-0.01,-0.07,0.14,0.03,0.13
205934,1.06,-0.02,-0.06,0.03,0.06,-0.05
205937,1.06,-0.01,-0.06,0.03,-0.26,-0.08
205940,1.07,-0.02,-0.06,-0.08,-0.24,0.15
205943,1.06,-0.01,-0.06,0.18,-0.18,-0.13
205946,1.06,-0.02,-0.07,0.30,-0.21,0.03
205950,1.06,-0.02,-0.07,0.15,-0.35,0.25
205953,1.07,-0.01,-0.06,0.24,-0.09,-0.40
205956,1.06,-0.02,-0.06,0.07,-0.21,0.21
205959,1.07,-0.02,-0.06,0.12,0.24,0.15
205962,1.06,-0.01,-0.06,0.36,-0.49,0.10
205965,1.06,-0.01,-0.05,-0.25,-0.08,0.15
205968,1.06,-0.02,-0.06,0.14,-0.18,-0.07
205971,1.06,-0.01,-0.06,0.07,-0.26,-0.17
205974,1.06,-0.01,-0.06,0.20,0.01,0.22
205976,1.06,-0.02,-0.06,-0.15,-0.06,-0.10
205979,1.06,-0.01,-0.06,-0.09,0.06,0.06
205982,1.06,-0.02,-0.06,-0.12,-0.03,0.32
205985,1.06,-0.01,-0.06,0.24,-0.12,-0.17
205990,1.06,-0.02,-0.06,0.23,-0.37,-0.28
205993,1.07,-0.01,-0.07,0.24,-0.26,-0.07
205995,1.06,-0.01,-0.06,0.01,0.24,-0.10
205998,1.06,-0.01,-0.05,0.14,-0.12,-0.08
206001,1.06,-0.01,-0.06,0.18,-0.17,0.04
206004,1.06,-0.02,-0.05,0.03,-0.32,0.15
206007,1.06,-0.01,-0.06,0.06,-0.08,-0.13
206010,1.07,-0.02,-0.06,0.23,-0.05,-0.22
206013,1.06,-0.01,-0.06,0.29,-0.29,0.09
206016,1.06,-0.01,-0.06,0.01,-0.14,0.01
206019,1.06,-0.02,-0.06,-0.00,0.03,-0.33
206022,1.06,-0.01,-0.06,0.09,-0.11,0.13
206026,1.06,-0.02,-0.06,-0.11,-0.26,0.16
206029,1.06,-0.01,-0.07,0.12,-0.23,0.13
206032,1.06,-0.02,-0.06,-0.02,-0.12,-0.17
206035,1.06,-0.02,-0.06,0.32,0.05,0.32
206038,1.06,-0.01,-0.07,-0.18,-0.32,-0.14
206041,1.06,-0.01,-0.06,0.04,0.14,0.10
206044,1.06,-0.02,-0.05,0.18,-0.08,-0.14
206047,1.06,-0.02,-0.07,-0.05,0.14,-0.26
206050,1.06,-0.02,-0.05,0.18,-0.23,-0.13
206053,1.06,-0.02,-0.05,0.03,-0.14,-0.25
206056,1.06,-0.01,-0.05,0.43,-0.06,-0.05
206059,1.06,-0.01,-0.07,-0.11,-0.24,-0.14
206063,1.06,-0.01,-0.06,0.11,0.08,0.18
206066,1.06,-0.01,-0.06,0.26,-0.46,0.18
206069,1.06,-0.02,-0.06,-0.09,0.29,-0.23
206072,1.06,-0.02,-0.06,0.24,-0.37,0.10
206075,1.06,-0.02,-0.05,0.07,-0.09,0.18
206078,1.06,-0.02,-0.05,0.30,-0.12,0.04
206081,1.06,-0.01,-0.06,-0.17,-0.02,-0.14
206084,1.06,-0.01,-0.06,0.27,0.09,-0.20
206087,1.06,-0.01,-0.07,0.03,-0.09,0.09
206090,1.06,-0.02,-0.06,0.07,-0.14,0.27
206093,1.07,-0.01,-0.05,-0.06,-0.35,-0.13
206096,1.06,-0.01,-0.05,-0.00,-0.26,-0.01
206100,1.06,-0.01,-0.05,0.07,0.08,0.04
206103,1.06,-0.01,-0.05,0.33,-0.05,-0.10
206106,1.06,-0.02,-0.06,0.29,-0.44,0.04
206109,1.06,-0.02,-0.06,0.35,-0.06,0.04
206112,1.06,-0.01,-0.06,0.11,-0.11,0.24
206115,1.06,-0.01,-0.05,0.09,-0.18,-0.14
206118,1.06,-0.02,-0.06,0.14,-0.35,-0.30
206121,1.06,-0.01,-0.06,0.03,-0.12,-0.08
206124,1.06,-0.02,-0.06,-0.11,0.18,0.04
206127,1.06,-0.01,-0.05,-0.02,-0.26,-0.13
206130,1.07,-0.01,-0.05,0.15,-0.53,0.01
206133,1.07,-0.01,-0.06,0.03,0.05,0.03
206136,1.07,-0.01,-0.05,-0.26,0.08,-0.07
206140,1.06,-0.01,-0.06,-0.14,-0.06,-0.26
206143,1.06,-0.01,-0.05,0.21,-0.26,0.21
206146,1.06,-0.02,-0.06,-0.09,-0.06,0.07
206149,1.06,-0.02,-0.06,-0.11,-0.17,0.06
206152,1.06,-0.02,-0.06,-0.02,-0.24,0.03
206155,1.06,-0.01,-0.05,0.21,-0.12,0.19
206158,1.06,-0.01,-0.06,0.17,0.03,-0.02
206161,1.07,-0.01,-0.06,-0.06,-0.37,0.19
206164,1.06,-0.02,-0.06,0.24,0.20,-0.16
206167,1.06,-0.01,-0.06,0.21,-0.06,0.06
206170,1.06,-0.01,-0.05,-0.15,-0.11,-0.07
206173,1.06,-0.02,-0.06,0.15,-0.52,-0.23
206177,1.06,-0.02,-0.06,0.43,-0.08,-0.11
206180,1.07,-0.02,-0.06,0.29,-0.14,-0.16
206183,1.06,-0.01,-0.06,0.26,-0.64,0.04
206186,1.06,-0.01,-0.06,0.32,-0.14,0.09
206189,1.06,-0.01,-0.07,0.07,0.14,0.33
206192,1.07,-0.01,-0.06,-0.03,-0.03,-0.07
206195,1.06,-0.01,-0.07,0.17,-0.23,-0.02
206198,1.06,-0.01,-0.05,-0.00,-0.28,-0.08
206201,1.06,-0.01,-0.06,0.21,0.05,0.16
206204,1.06,-0.01,-0.06,0.26,-0.18,-0.17
206207,1.06,-0.01,-0.05,0.07,0.06,0.06
206209,1.06,-0.02,-0.06,0.20,0.01,0.04
206214,1.06,-0.01,-0.06,0.11,-0.21,-0.10
206230,1.06,-0.02,-0.06,0.21,0.12,0.06
206233,1.06,-0.02,-0.06,-0.25,-0.14,-0.02
206236,1.07,-0.02,-0.06,0.21,-0.31,0.03
206239,1.06,-0.02,-0.07,-0.03,-0.02,0.21
206242,1.06,-0.02,-0.05,0.15,-0.18,0.07
206245,1.06,-0.01,-0.06,0.03,0.46,0.22
206248,1.06,-0.01,-0.06,-0.14,-0.44,0.07
206251,1.06,-0.01,-0.06,-0.18,-0.12,-0.19
206254,1.06,-0.01,-0.06,-0.26,-0.15,0.28
206257,1.06,-0.01,-0.06,0.14,-0.28,-0.07
206260,1.06,-0.02,-0.06,0.12,-0.00,-0.10
206263,1.06,-0.01,-0.06,0.07,-0.02,-0.01
206267,1.06,-0.02,-0.06,0.06,-0.11,0.28
206270,1.06,-0.01,-0.06,-0.08,-0.09,0.04
206273,1.06,-0.01,-0.07,0.23,-0.12,0.36
206276,1.06,-0.01,-0.05,0.04,-0.17,-0.04
206279,1.07,-0.02,-0.06,0.30,-0.32,0.12
206282,1.06,-0.02,-0.05,-0.03,0.03,0.18
206285,1.06,-0.02,-0.06,0.09,-0.15,-0.22
206288,1.06,-0.01,-0.06,-0.05,-0.06,0.22
206291,1.06,-0.01,-0.05,0.09,-0.55,0.03
206294,1.06,-0.02,-0.06,0.26,0.30,-0.04
206297,1.06,-0.01,-0.06,0.06,-0.09,0.07
206300,1.06,-0.01,-0.05,0.12,-0.18,-0.14
206304,1.06,-0.02,-0.06,-0.05,-0.66,-0.22
206307,1.07,-0.01,-0.06,0.14,0.08,-0.07
206310,1.06,-0.01,-0.07,0.18,-0.00,0.01
206313,1.07,-0.01,-0.05,-0.14,-0.00,0.03
206316,1.06,-0.01,-0.06,0.46,0.26,-0.10
206319,1.06,-0.02,-0.06,-0.15,-0.14,0.07
206322,1.06,-0.01,-0.08,0.04,0.09,-0.13
206325,1.06,-0.02,-0.06,0.04,-0.28,0.18
206328,1.06,-0.01,-0.07,0.09,0.08,-0.20
206331,1.06,-0.01,-0.06,0.14,-0.34,0.21
206334,1.06,-0.01,-0.05,0.09,-0.03,-0.02
206337,1.06,-0.02,-0.06,0.04,-0.26,0.06
206341,1.07,-0.01,-0.06,-0.12,-0.24,0.12
206344,1.06,-0.02,-0.06,0.14,-0.23,0.10
206347,1.06,-0.01,-0.06,0.18,0.40,-0.14
206350,1.07,-0.01,-0.06,0.12,0.08,-0.14
206353,1.07,-0.02,-0.06,-0.06,-0.06,0.10
206356,1.06,-0.02,-0.06,-0.06,0.11,0.09
206359,1.06,-0.01,-0.05,0.26,-0.11,0.27
206362,1.06,-0.02,-0.06,0.11,0.21,0.09
206365,1.06,-0.02,-0.06,0.06,-0.02,-0.04
206368,1.06,-0.02,-0.06,0.01,-0.18,0.03
206371,1.06,-0.02,-0.05,-0.06,-0.40,0.01
206374,1.07,-0.01,-0.06,0.43,-0.28,0.18
206377,1.06,-0.02,-0.06,-0.22,0.27,0.21
206381,1.06,-0.01,-0.07,0.11,0.08,0.21
206384,1.06,-0.01,-0.06,-0.09,-0.14,0.04
206387,1.06,-0.02,-0.07,0.14,-0.15,0.13
206390,1.06,-0.01,-0.06,-0.09,-0.08,0.13
206393,1.07,-0.01,-0.05,0.21,-0.41,0.07
206396,1.06,-0.02,-0.06,0.09,-0.17,-0.14
206399,1.06,-0.01,-0.06,-0.14,-0.29,-0.25
206402,1.06,-0.01,-0.06,0.09,0.30,0.15
206405,1.06,-0.01,-0.05,0.07,-0.26,-0.33
206408,1.06,-0.01,-0.05,0.09,-0.24,0.25
206411,1.06,-0.02,-0.06,0.27,-0.53,-0.11
206414,1.06,-0.01,-0.05,-0.02,-0.32,0.09
206418,1.06,-0.01,-0.06,-0.06,-0.53,-0.01
206421,1.07,-0.01,-0.06,0.40,0.01,0.15
206424,1.07,-0.02,-0.06,0.11,-0.50,-0.05
206427,1.06,-0.02,-0.06,0.20,0.05,0.06
206430,1.06,-0.01,-0.06,0.04,-0.52,-0.13
206433,1.06,-0.02,-0.06,0.18,-0.18,-0.01
206436,1.06,-0.01,-0.05,0.12,0.24,-0.05
206439,1.06,-0.02,-0.05,-0.14,-0.47,-0.11
206442,1.06,-0.02,-0.06,-0.00,0.09,-0.14
206445,1.06,-0.02,-0.06,0.33,-0.38,0.19
206447,1.06,-0.02,-0.06,0.06,0.29,-0.01
206450,1.06,-0.02,-0.05,0.21,-0.00,-0.04
206453,1.06,-0.02,-0.05,-0.00,-0.32,-0.11
206458,1.06,-0.02,-0.06,0.06,-0.12,0.06
206461,1.06,-0.01,-0.07,0.26,-0.08,0.12
206463,1.06,-0.02,-0.06,-0.05,0.20,-0.10
206467,1.06,-0.01,-0.05,0.17,-0.06,-0.13
206469,1.06,-0.01,-0.06,0.06,-0.43,0.10
206472,1.06,-0.02,-0.06,-0.00,0.05,-0.11
206475,1.06,-0.02,-0.06,0.15,-0.03,0.04
206478,1.06,-0.02,-0.06,-0.22,-0.23,0.27
206481,1.06,-0.02,-0.06,0.40,-0.12,-0.20
206484,1.06,-0.02,-0.07,-0.05,-0.26,0.18
206487,1.07,-0.02,-0.07,0.04,-0.18,0.18
206490,1.07,-0.01,-0.06,0.23,-0.23,-0.05
206495,1.06,-0.01,-0.06,-0.11,0.03,0.07
206497,1.06,-0.02,-0.05,0.24,-0.08,-0.05
206500,1.06,-0.02,-0.06,-0.08,-0.03,-0.04
206503,1.06,-0.01,-0.06,0.09,-0.34,-0.05
206506,1.06,-0.02,-0.05,-0.14,-0.32,-0.01
206509,1.06,-0.01,-0.05,0.09,-0.14,0.12
206512,1.06,-0.01,-0.05,-0.05,-0.14,0.03
206515,1.06,-0.01,-0.05,0.21,-0.44,0.03
206518,1.06,-0.01,-0.06,0.17,-0.29,0.19
206521,1.07,-0.02,-0.06,0.20,-0.03,0.10
206524,1.06,-0.01,-0.06,-0.11,-0.23,-0.01
206527,1.06,-0.01,-0.06,0.07,-0.34,-0.20
206531,1.06,-0.02,-0.06,0.26,-0.47,0.07
206534,1.07,-0.02,-0.06,-0.02,0.17,-0.10
206537,1.06,-0.01,-0.06,0.26,-0.31,0.18
206540,1.06,-0.01,-0.06,0.06,-0.09,-0.25
206543,1.07,-0.01,-0.06,0.09,-0.58,0.18
206546,1.05,-0.01,-0.06,-0.09,0.18,-0.04
206549,1.06,-0.01,-0.06,-0.02,0.23,0.10
206552,1.06,-0.01,-0.05,0.17,-0.32,-0.31
206555,1.06,-0.01,-0.07,-0.00,0.32,-0.11
206558,1.06,-0.01,-0.05,0.12,-0.31,0.24
206561,1.06,-0.01,-0.06,0.09,-0.38,-0.11
206564,1.06,-0.01,-0.06,0.14,0.21,-0.13
206568,1.06,-0.01,-0.05,0.27,-0.03,0.24
206571,1.07,-0.02,-0.06,0.01,-0.15,-0.01
206574,1.06,-0.02,-0.07,0.15,0.05,0.06
206577,1.06,-0.01,-0.05,0.03,-0.08,-0.22
206580,1.06,-0.02,-0.06,0.17,-0.08,0.04
206583,1.06,-0.02,-0.06,-0.00,-0.15,-0.10
206586,1.06,-0.01,-0.06,0.32,-0.09,-0.19
206589,1.06,-0.01,-0.06,-0.08,-0.58,0.06
206592,1.06,-0.01,-0.06,0.15,-0.32,-0.19
206595,1.07,-0.02,-0.06,0.17,0.18,-0.01
206598,1.07,-0.01,-0.06,0.06,-0.40,0.47
206601,1.06,-0.01,-0.06,0.09,-0.00,-0.05
206604,1.06,-0.02,-0.06,0.04,-0.17,-0.04
206608,1.06,-0.01,-0.06,-0.00,-0.03,-0.31
206611,1.06,-0.01,-0.06,0.04,0.03,0.10
206614,1.06,-0.01,-0.06,0.01,-0.32,-0.11
206617,1.06,-0.01,-0.06,0.24,0.21,-0.07
206620,1.06,-0.02,-0.06,-0.18,0.15,0.18
206623,1.06,-0.01,-0.05,-0.14,-0.09,0.03
206626,1.06,-0.02,-0.05,0.11,-0.14,0.12
206629,1.06,-0.01,-0.05,-0.03,-0.00,0.24
206632,1.06,-0.01,-0.06,0.15,0.01,-0.05
206635,1.07,-0.02,-0.06,0.01,0.17,0.10
206638,1.06,-0.01,-0.06,0.15,-0.24,0.19
206641,1.06,-0.02,-0.06,0.30,-0.37,-0.37
206645,1.06,-0.01,-0.06,0.06,-0.15,0.42
206648,1.07,-0.02,-0.06,0.18,0.26,-0.23
206651,1.06,-0.01,-0.05,0.18,-0.40,-0.16
206654,1.06,-0.01,-0.06,0.23,-0.06,-0.20
206657,1.06,-0.01,-0.06,0.15,-0.44,0.10
206660,1.06,-0.01,-0.05,0.38,0.09,0.06
206663,1.06,-0.01,-0.05,-0.22,0.09,-0.17
206666,1.06,-0.02,-0.06,-0.02,0.47,0.06
206669,1.06,-0.01,-0.07,0.17,-0.26,-0.05
206672,1.06,-0.02,-0.06,-0.00,-0.02,-0.04
206675,1.06,-0.01,-0.06,0.09,-0.32,0.07
206678,1.06,-0.01,-0.06,-0.00,0.50,-0.13
206682,1.06,-0.01,-0.05,0.11,-0.38,-0.14
206685,1.06,-0.02,-0.06,0.20,-0.14,-0.20
206688,1.06,-0.01,-0.05,0.14,-0.05,-0.33
206691,1.06,-0.02,-0.06,0.04,-0.08,-0.01
206694,1.06,-0.01,-0.07,-0.05,-0.09,0.06
206697,1.07,-0.01,-0.06,0.21,0.11,-0.28
206700,1.06,-0.01,-0.05,-0.03,-0.09,-0.43
206703,1.07,-0.02,-0.06,0.24,0.30,-0.04
206706,1.06,-0.02,-0.05,0.15,-0.40,0.16
206708,1.06,-0.02,-0.06,0.24,0.09,-0.02
206711,1.07,-0.02,-0.07,-0.18,-0.26,0.06
206714,1.06,-0.02,-0.06,0.01,-0.12,-0.19
206717,1.06,-0.02,-0.05,0.01,0.11,-0.04
206722,1.07,-0.02,-0.07,0.21,-0.18,0.13
206725,1.06,-0.01,-0.05,-0.14,-0.12,-0.28
206727,1.06,-0.02,-0.06,0.20,0.05,0.01
206730,1.06,-0.02,-0.06,-0.06,-0.46,-0.07
206733,1.07,-0.02,-0.05,-0.00,0.17,-0.17
206736,1.07,-0.01,-0.06,-0.18,-0.23,0.30
206739,1.06,-0.01,-0.06,0.26,0.06,-0.40
206742,1.06,-0.01,-0.06,-0.09,0.24,0.21
206745,1.06,-0.01,-0.06,0.09,-0.29,-0.14
206748,1.07,-0.01,-0.05,-0.08,-0.35,0.13
206751,1.06,-0.01,-0.06,0.01,0.21,0.09
206754,1.06,-0.02,-0.06,0.06,-0.40,0.16
206758,1.06,-0.02,-0.07,0.15,-0.17,-0.13
206761,1.06,-0.01,-0.07,0.24,-0.08,-0.20
206764,1.07,-0.02,-0.06,0.09,0.03,-0.13
206767,1.06,-0.01,-0.06,0.14,0.15,0.12
206770,1.06,-0.02,-0.06,0.01,-0.11,0.39
206773,1.06,-0.02,-0.06,-0.22,-0.14,0.18
206776,1.06,-0.01,-0.06,0.18,-0.02,0.21
206779,1.06,-0.01,-0.05,0.01,-0.24,0.04
206782,1.06,-0.01,-0.06,0.12,-0.15,-0.02
206785,1.06,-0.01,-0.06,-0.02,-0.18,0.19
206788,1.06,-0.02,-0.06,0.21,-0.57,0.15
206791,1.06,-0.01,-0.07,0.17,0.17,0.19
206795,1.06,-0.01,-0.07,-0.11,-0.20,0.15
206798,1.07,-0.01,-0.06,0.04,-0.05,0.06
206801,1.06,-0.01,-0.06,0.18,-0.12,0.18
206804,1.07,-0.02,-0.05,0.06,0.05,-0.16
206807,1.06,-0.02,-0.05,0.04,-0.23,0.06
206810,1.06,-0.01,-0.06,0.26,0.09,0.06
206813,1.06,-0.02,-0.06,-0.22,0.01,-0.11
206816,1.06,-0.01,-0.06,0.09,0.06,0.48
206819,1.06,-0.01,-0.06,-0.00,-0.34,0.18
206822,1.06,-0.01,-0.06,0.09,-0.26,0.04
206825,1.07,-0.01,-0.06,-0.00,-0.31,0.01
206828,1.07,-0.02,-0.05,0.17,0.26,-0.04
206831,1.06,-0.01,-0.06,-0.00,0.01,-0.10
206850,1.06,-0.01,-0.06,0.30,-0.05,-0.17
206853,1.06,-0.01,-0.06,0.06,0.05,0.22
206856,1.06,-0.01,-0.06,0.14,-0.20,0.01
206859,1.06,-0.02,-0.06,-0.09,-0.31,0.35
206862,1.07,-0.01,-0.07,-0.00,0.18,0.04
206865,1.06,-0.01,-0.06,-0.08,-0.02,0.03
206868,1.07,-0.01,-0.07,0.17,-0.37,0.03
206871,1.06,-0.01,-0.05,-0.22,0.21,-0.07
206874,1.06,-0.01,-0.06,-0.03,-0.06,-0.01
206877,1.06,-0.01,-0.06,0.11,-0.50,-0.17
206880,1.07,-0.01,-0.06,0.09,0.40,-0.11
206883,1.06,-0.02,-0.06,-0.03,-0.47,0.25
206887,1.06,-0.02,-0.06,-0.02,-0.02,0.03
206890,1.06,-0.02,-0.06,-0.02,-0.21,-0.19
206893,1.06,-0.02,-0.06,0.06,-0.14,-0.01
206896,1.06,-0.01,-0.05,0.09,-0.32,-0.08
206899,1.06,-0.02,-0.05,0.18,-0.14,0.15
206902,1.06,-0.01,-0.06,-0.02,0.37,0.24
206905,1.06,-0.01,-0.06,0.04,-0.15,-0.16
206908,1.07,-0.01,-0.06,-0.12,0.01,-0.01
206911,1.06,-0.01,-0.06,0.11,-0.05,-0.04
206914,1.06,-0.01,-0.06,0.03,-0.14,-0.26
206917,1.06,-0.01,-0.06,-0.00,-0.52,-0.14
206920,1.06,-0.01,-0.06,0.21,-0.20,0.10
206924,1.06,-0.02,-0.06,-0.20,0.01,-0.10
206927,1.06,-0.02,-0.06,0.03,-0.34,-0.14
206930,1.06,-0.02,-0.06,0.17,0.12,-0.02
206933,1.06,-0.02,-0.06,-0.03,-0.26,0.16
206936,1.06,-0.01,-0.07,-0.23,0.23,-0.11
206939,1.06,-0.01,-0.06,0.20,-0.23,-0.11
206942,1.06,-0.01,-0.06,0.07,-0.00,-0.04
206945,1.06,-0.01,-0.06,0.14,-0.14,0.19
206947,1.06,-0.02,-0.06,0.09,0.01,-0.05
206950,1.06,-0.01,-0.06,0.17,0.01,-0.05
206953,1.06,-0.02,-0.05,0.01,-0.32,-0.04
206956,1.06,-0.01,-0.05,0.01,-0.15,-0.31
206959,1.07,-0.01,-0.05,0.15,0.06,0.16
206964,1.06,-0.01,-0.06,0.14,-0.06,0.01
206967,1.06,-0.02,-0.06,-0.02,-0.26,-0.13
206970,1.06,-0.01,-0.06,0.18,-0.08,-0.07
206973,1.06,-0.01,-0.06,0.12,-0.29,-0.17
206976,1.06,-0.01,-0.06,-0.18,-0.43,0.06
206978,1.06,-0.02,-0.06,-0.05,-0.15,-0.02
206981,1.06,-0.01,-0.06,-0.09,0.06,-0.37
206984,1.06,-0.01,-0.06,0.09,-0.20,-0.40
206987,1.06,-0.01,-0.05,0.09,-0.05,0.13
206990,1.06,-0.02,-0.05,-0.08,-0.05,-0.08
206993,1.06,-0.01,-0.05,0.12,-0.14,-0.13
206996,1.06,-0.01,-0.07,-0.41,-0.11,0.06
207000,1.05,-0.01,-0.07,0.06,-0.28,-0.05
207003,1.06,-0.01,-0.06,0.36,-0.06,0.15
207006,1.07,-0.01,-0.06,0.11,0.03,0.10
207009,1.06,-0.01,-0.06,-0.15,-0.24,-0.13
207012,1.06,-0.01,-0.06,0.24,0.08,0.01
207015,1.06,-0.02,-0.06,-0.02,-0.21,-0.20
207018,1.06,-0.02,-0.06,-0.11,-0.28,0.15
207021,1.06,-0.01,-0.06,0.04,-0.15,-0.25
207024,1.06,-0.01,-0.06,0.06,-0.06,0.13
207027,1.06,-0.02,-0.06,-0.28,-0.47,-0.11
207030,1.06,-0.02,-0.06,0.06,-0.23,-0.02
207033,1.06,-0.01,-0.06,-0.25,-0.00,0.03
207037,1.06,-0.02,-0.06,0.01,-0.20,0.18
207040,1.06,-0.02,-0.06,0.06,-0.15,-0.11
207043,1.06,-0.02,-0.06,0.15,0.03,0.01
207046,1.07,-0.02,-0.06,0.18,0.09,-0.05
207049,1.06,-0.02,-0.05,0.11,-0.03,0.22
207052,1.06,-0.02,-0.06,0.09,0.37,-0.04
207055,1.07,-0.01,-0.06,0.17,0.08,-0.07
207058,1.07,-0.01,-0.06,0.27,-0.31,0.27
207061,1.07,-0.02,-0.06,0.03,-0.21,-0.11
207064,1.06,-0.02,-0.06,0.15,-0.23,0.07
207067,1.06,-0.01,-0.06,0.07,0.05,0.01
207070,1.06,-0.01,-0.06,0.17,0.46,0.25
207073,1.06,-0.01,-0.06,-0.03,-0.40,-0.19
207077,1.06,-0.02,-0.06,-0.08,-0.15,0.09
207080,1.07,-0.01,-0.06,-0.00,-0.15,0.13
207083,1.06,-0.01,-0.06,-0.06,-0.15,0.45
207086,1.07,-0.01,-0.07,0.15,-0.34,0.21
207089,1.06,-0.01,-0.06,-0.09,0.27,0.25
207092,1.06,-0.02,-0.06,0.04,-0.49,-0.14
207095,1.06,-0.01,-0.06,-0.00,0.40,0.22
207098,1.07,-0.01,-0.06,0.21,-0.32,-0.13
207101,1.06,-0.01,-0.06,0.01,0.06,0.25
207104,1.06,-0.02,-0.06,0.12,-0.15,-0.22
207107,1.06,-0.01,-0.06,0.18,0.26,0.32
207110,1.06,-0.01,-0.06,0.23,-0.35,-0.08
207114,1.07,-0.01,-0.06,0.21,-0.14,-0.10
207117,1.06,-0.02,-0.06,-0.09,0.27,-0.17
207120,1.06,-0.01,-0.06,-0.06,-0.53,0.16
207123,1.06,-0.01,-0.06,-0.00,0.01,0.09
207126,1.06,-0.01,-0.06,0.03,-0.21,0.15
207129,1.06,-0.01,-0.06,0.11,-0.17,0.22
207132,1.06,-0.01,-0.06,-0.40,-0.14,-0.20
207135,1.06,-0.01,-0.06,-0.05,0.23,0.03
207138,1.06,-0.02,-0.06,-0.20,0.09,-0.25
207141,1.06,-0.02,-0.06,0.24,-0.37,-0.01
207144,1.07,-0.01,-0.05,-0.15,0.06,0.09
207147,1.06,-0.01,-0.06,0.07,0.09,0.06
207151,1.07,-0.02,-0.06,-0.09,-0.15,-0.01
207154,1.06,-0.01,-0.06,-0.00,0.37,0.19
207157,1.06,-0.02,-0.05,0.23,-0.18,-0.14
207160,1.06,-0.01,-0.05,0.11,-0.20,0.15
207163,1.06,-0.02,-0.05,0.12,-0.32,0.03
207166,1.07,-0.02,-0.06,-0.00,-0.15,0.10
207169,1.06,-0.01,-0.06,-0.00,-0.06,0.06
207172,1.06,-0.02,-0.06,-0.11,-0.08,0.19
207175,1.06,-0.02,-0.06,0.35,-0.35,-0.05
207178,1.06,-0.02,-0.07,-0.08,0.12,-0.14
207181,1.07,-0.02,-0.06,-0.31,-0.32,0.10
207184,1.06,-0.01,-0.05,-0.00,-0.08,-0.25
207187,1.07,-0.02,-0.05,-0.00,-0.15,-0.10
207191,1.06,-0.01,-0.06,0.01,-0.49,-0.19
207194,1.06,-0.02,-0.06,0.09,-0.00,-0.01
207197,1.06,-0.01,-0.06,-0.03,0.03,-0.07
207200,1.07,-0.01,-0.05,0.12,-0.02,0.18
207203,1.07,-0.01,-0.07,-0.12,-0.05,-0.10
207206,1.06,-0.01,-0.06,0.18,-0.15,-0.05
207208,1.07,-0.02,-0.07,0.17,-0.08,0.30
207211,1.06,-0.01,-0.06,0.24,0.06,0.03
207214,1.06,-0.01,-0.05,-0.05,-0.49,-0.22
207217,1.07,-0.01,-0.07,0.21,0.01,0.39
207220,1.06,-0.01,-0.06,0.09,-0.11,0.10
207223,1.07,-0.02,-0.06,0.20,-0.23,0.13
207227,1.06,-0.02,-0.06,0.29,-0.06,0.10
207230,1.06,-0.01,-0.06,0.21,-0.21,-0.26
207233,1.06,-0.01,-0.06,0.17,0.11,-0.34
207236,1.06,-0.01,-0.07,-0.40,0.15,0.10
207239,1.06,-0.02,-0.05,0.32,-0.15,-0.19
207242,1.06,-0.01,-0.05,-0.05,-0.15,0.10
207245,1.07,-0.02,-0.05,-0.06,-0.23,0.15
207248,1.06,-0.01,-0.06,-0.05,0.32,0.19
207251,1.06,-0.02,-0.06,-0.20,-0.41,-0.07
207254,1.06,-0.01,-0.06,0.11,0.18,-0.26
207257,1.06,-0.01,-0.06,-0.02,-0.38,-0.08
207260,1.06,-0.02,-0.06,0.32,0.01,-0.13
207264,1.06,-0.01,-0.06,0.06,-0.03,-0.07
207267,1.06,-0.01,-0.06,0.26,-0.14,0.15
207270,1.06,-0.01,-0.06,0.12,0.21,-0.01
207273,1.06,-0.01,-0.06,-0.03,-0.24,0.09
207276,1.06,-0.02,-0.06,0.06,0.17,0.16
207279,1.07,-0.02,-0.06,0.01,-0.34,0.10
207282,1.06,-0.01,-0.06,0.14,0.11,0.10
207285,1.06,-0.02,-0.06,0.11,-0.32,0.07
207288,1.06,-0.01,-0.05,0.07,0.03,-0.01
207291,1.06,-0.02,-0.06,0.12,-0.14,-0.05
207294,1.06,-0.01,-0.06,-0.02,-0.05,-0.16
207297,1.06,-0.02,-0.06,0.07,0.29,-0.01
207300,1.07,-0.01,-0.05,0.14,-0.37,-0.40
