time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
204444,1.06,-0.01,-0.05,0.11,0.12,0.12
204447,1.06,-0.02,-0.05,-0.00,-0.29,0.16
204450,1.06,-0.01,-0.06,-0.11,-0.08,0.22
204453,1.06,-0.01,-0.06,0.15,-0.29,-0.07
204456,1.06,-0.02,-0.07,0.14,0.05,0.01
204459,1.06,-0.01,-0.06,0.14,-0.44,0.01
204462,1.06,-0.02,-0.06,-0.00,-0.11,-0.19
204465,1.07,-0.02,-0.05,-0.09,0.09,0.01
204468,1.06,-0.01,-0.06,0.23,-0.24,-0.23
204471,1.06,-0.01,-0.06,-0.14,0.24,0.13
204474,1.06,-0.01,-0.05,0.29,-0.35,-0.08
204477,1.07,-0.01,-0.06,0.12,-0.40,-0.17
204481,1.06,-0.01,-0.06,0.09,-0.00,-0.02
204484,1.07,-0.01,-0.05,0.15,-0.05,-0.01
204487,1.07,-0.01,-0.05,-0.00,-0.35,0.13
204490,1.06,-0.01,-0.06,0.23,-0.00,-0.31
204493,1.06,-0.01,-0.05,0.15,0.14,0.25
204496,1.05,-0.02,-0.06,-0.25,-0.44,-0.04
204499,1.06,-0.01,-0.07,0.01,0.14,-0.11
204502,1.06,-0.01,-0.07,0.32,-0.58,0.07
204505,1.06,-0.02,-0.06,-0.23,-0.47,-0.07
204508,1.06,-0.01,-0.06,-0.03,0.18,0.01
204511,1.06,-0.01,-0.07,0.15,-0.24,-0.13
204514,1.06,-0.01,-0.06,-0.17,-0.00,0.10
204517,1.06,-0.01,-0.06,0.20,-0.32,-0.20
204521,1.06,-0.01,-0.06,0.09,-0.17,0.03
204524,1.07,-0.01,-0.06,0.12,0.09,0.15
204527,1.07,-0.01,-0.06,0.30,-0.34,-0.14
204530,1.06,-0.01,-0.05,0.14,-0.00,0.35
204533,1.06,-0.01,-0.06,0.11,0.03,-0.37
204535,1.07,-0.01,-0.06,0.04,0.11,0.04
204538,1.06,-0.02,-0.06,0.07,-0.28,-0.10
204541,1.06,-0.02,-0.06,-0.09,-0.44,-0.08
204544,1.07,-0.01,-0.07,0.21,-0.26,0.15
204547,1.06,-0.01,-0.06,0.26,-0.35,-0.14
204550,1.07,-0.02,-0.06,0.01,-0.09,-0.30
204553,1.06,-0.01,-0.06,-0.11,-0.15,0.07
204557,1.06,-0.01,-0.06,0.14,-0.34,0.36
204560,1.07,-0.02,-0.06,0.17,-0.18,0.12
204563,1.06,-0.01,-0.06,0.01,-0.32,-0.17
204566,1.06,-0.01,-0.06,-0.31,-0.37,0.15
204569,1.06,-0.01,-0.06,0.49,-0.03,-0.11
204572,1.06,-0.01,-0.06,0.06,-0.08,-0.04
204575,1.06,-0.01,-0.06,-0.05,-0.37,-0.28
204578,1.06,-0.01,-0.06,0.17,-0.17,-0.08
204581,1.06,-0.02,-0.06,0.14,0.34,-0.11
204584,1.07,-0.01,-0.06,0.18,-0.18,-0.28
204587,1.05,-0.01,-0.06,0.04,-0.08,0.19
204590,1.06,-0.02,-0.06,0.09,0.08,-0.07
204594,1.06,-0.02,-0.06,0.03,-0.11,-0.10
204597,1.06,-0.01,-0.04,0.03,0.08,-0.05
204600,1.06,-0.01,-0.06,0.06,-0.20,0.32
204603,1.06,-0.02,-0.05,-0.06,-0.14,-0.26
204606,1.06,-0.01,-0.06,0.06,0.29,-0.11
204609,1.06,-0.01,-0.06,0.17,-0.21,-0.01
204612,1.06,-0.02,-0.05,0.18,-0.05,-0.07
204615,1.07,-0.01,-0.05,0.27,-0.34,0.04
204618,1.06,-0.01,-0.05,-0.02,-0.20,0.19
204621,1.07,-0.01,-0.06,0.27,-0.29,-0.20
204624,1.06,-0.01,-0.06,0.12,-0.02,-0.14
204627,1.06,-0.01,-0.05,0.09,-0.31,-0.08
204631,1.06,-0.02,-0.06,-0.00,-0.20,-0.05
204634,1.07,-0.01,-0.05,0.11,-0.15,-0.07
204637,1.06,-0.01,-0.06,0.38,-0.40,0.15
204640,1.06,-0.02,-0.06,-0.14,-0.06,0.36
204643,1.07,-0.01,-0.06,0.30,-0.06,0.04
204646,1.06,-0.02,-0.06,0.18,-0.38,-0.16
204649,1.07,-0.01,-0.06,0.21,-0.23,0.16
204652,1.07,-0.01,-0.05,0.06,-0.02,0.04
204655,1.06,-0.01,-0.06,0.11,-0.28,-0.31
204658,1.06,-0.02,-0.06,0.09,-0.24,-0.11
204661,1.07,-0.01,-0.07,0.03,-0.11,-0.07
204664,1.07,-0.02,-0.07,0.09,0.09,0.12
204667,1.06,-0.02,-0.06,-0.11,-0.43,-0.04
204671,1.06,-0.02,-0.07,-0.31,0.46,0.12
204674,1.06,-0.01,-0.05,0.06,-0.11,0.12
204677,1.06,-0.01,-0.06,-0.15,0.08,0.10
204680,1.06,-0.01,-0.05,0.12,-0.06,-0.02
204683,1.06,-0.02,-0.05,0.12,-0.50,-0.01
204686,1.06,-0.02,-0.05,-0.29,-0.05,0.15
204689,1.06,-0.01,-0.05,0.01,-0.11,0.04
204692,1.06,-0.02,-0.06,0.11,-0.09,0.21
204695,1.06,-0.02,-0.06,-0.00,-0.40,0.09
204698,1.06,-0.01,-0.06,0.04,0.03,-0.11
204701,1.06,-0.01,-0.06,0.01,0.05,-0.04
204704,1.06,-0.02,-0.06,0.09,0.05,-0.01
204708,1.07,-0.01,-0.05,0.27,-0.09,-0.04
204711,1.06,-0.01,-0.07,0.01,0.08,0.03
204714,1.07,-0.01,-0.05,0.11,-0.23,-0.25
204717,1.06,-0.01,-0.06,0.06,-0.03,0.13
204720,1.06,-0.01,-0.05,0.04,-0.11,0.09
204723,1.07,-0.01,-0.06,-0.00,0.05,-0.01
204726,1.06,-0.01,-0.06,0.21,-0.00,0.04
204729,1.07,-0.01,-0.06,-0.03,0.14,-0.07
204732,1.06,-0.01,-0.06,0.07,0.01,0.09
204735,1.06,-0.01,-0.06,0.11,-0.03,-0.11
204738,1.06,-0.02,-0.05,0.07,-0.23,-0.01
204741,1.07,-0.01,-0.07,0.14,0.18,-0.02
204744,1.07,-0.01,-0.06,0.03,-0.28,-0.11
204748,1.06,-0.01,-0.06,-0.02,-0.15,0.28
204751,1.06,-0.01,-0.05,0.06,-0.15,0.03
204754,1.06,-0.02,-0.06,-0.22,-0.21,-0.08
204757,1.06,-0.01,-0.06,-0.06,-0.12,0.18
204760,1.07,-0.01,-0.05,-0.05,0.08,-0.22
204762,1.06,-0.01,-0.06,0.30,0.17,-0.08
204765,1.06,-0.01,-0.06,0.07,-0.40,0.19
204768,1.06,-0.01,-0.06,0.01,-0.03,-0.10
204772,1.06,-0.01,-0.06,0.15,-0.28,0.33
204774,1.06,-0.02,-0.07,0.23,-0.02,-0.28
204777,1.07,-0.01,-0.06,-0.09,0.03,0.15
204780,1.06,-0.02,-0.06,0.24,0.03,-0.08
204785,1.06,-0.02,-0.06,-0.20,-0.09,-0.11
204788,1.06,-0.02,-0.06,-0.18,-0.44,-0.17
204791,1.06,-0.02,-0.05,0.18,-0.15,0.19
204793,1.07,-0.01,-0.06,0.29,0.12,0.07
204796,1.07,-0.02,-0.07,-0.22,-0.15,0.18
204799,1.06,-0.02,-0.07,0.21,0.06,-0.20
204802,1.06,-0.02,-0.05,0.04,-0.21,-0.07
204805,1.07,-0.02,-0.06,0.24,-0.18,0.09
204808,1.06,-0.01,-0.05,0.38,0.01,0.24
204811,1.06,-0.01,-0.07,0.11,-0.61,0.19
204814,1.06,-0.01,-0.06,0.17,0.12,-0.42
204817,1.06,-0.01,-0.07,0.14,-0.09,-0.13
204821,1.06,-0.01,-0.06,0.01,-0.21,0.01
204824,1.06,-0.01,-0.06,0.11,-0.06,-0.13
204827,1.06,-0.02,-0.05,0.11,-0.21,0.22
204830,1.06,-0.01,-0.07,-0.17,-0.24,0.12
204833,1.06,-0.02,-0.06,0.07,0.20,-0.22
204836,1.06,-0.01,-0.05,0.23,-0.06,0.13
204839,1.06,-0.01,-0.06,0.09,-0.17,0.03
204842,1.06,-0.01,-0.06,-0.00,-0.05,-0.19
204845,1.06,-0.01,-0.06,0.03,-0.02,0.18
204848,1.07,-0.02,-0.06,-0.32,0.18,0.32
204851,1.06,-0.01,-0.06,0.23,-0.32,0.15
204854,1.06,-0.02,-0.06,-0.02,-0.18,0.32
204857,1.06,-0.01,-0.06,0.09,-0.15,0.07
204861,1.06,-0.02,-0.06,0.24,0.18,-0.07
204864,1.06,-0.01,-0.06,0.17,-0.14,-0.65
204867,1.06,-0.02,-0.05,0.24,0.01,-0.05
204870,1.07,-0.01,-0.06,0.14,-0.03,0.12
204873,1.06,-0.02,-0.06,0.11,-0.17,0.13
204876,1.07,-0.02,-0.07,-0.22,-0.38,-0.40
204879,1.05,-0.02,-0.06,0.23,0.17,0.10
204882,1.06,-0.01,-0.06,-0.15,-0.38,0.09
204885,1.06,-0.01,-0.06,0.03,-0.02,0.13
204888,1.06,-0.01,-0.06,0.01,0.01,0.18
204891,1.06,-0.01,-0.05,0.03,-0.38,0.04
204894,1.06,-0.01,-0.06,0.23,-0.09,-0.04
204898,1.06,-0.01,-0.05,-0.03,-0.17,-0.07
204901,1.06,-0.02,-0.06,0.30,-0.34,-0.08
204904,1.06,-0.02,-0.06,-0.12,0.17,-0.17
204907,1.06,-0.02,-0.06,-0.08,0.21,-0.04
204910,1.06,-0.01,-0.05,0.18,-0.26,0.07
204913,1.07,-0.01,-0.06,0.15,0.20,0.19
204916,1.06,-0.01,-0.06,-0.12,-0.12,-0.33
204919,1.07,-0.02,-0.06,-0.11,0.06,0.12
204922,1.07,-0.02,-0.06,0.01,-0.49,-0.05
204925,1.07,-0.02,-0.05,0.04,-0.35,0.22
204928,1.06,-0.01,-0.05,0.01,0.03,0.36
204931,1.06,-0.02,-0.06,-0.03,-0.37,-0.07
204935,1.06,-0.02,-0.05,0.04,0.05,0.03
204938,1.06,-0.01,-0.06,-0.06,-0.00,0.03
204941,1.06,-0.01,-0.06,0.35,-0.11,-0.19
204944,1.07,-0.02,-0.06,0.09,-0.21,0.19
204947,1.06,-0.01,-0.06,-0.05,-0.03,-0.33
204950,1.06,-0.01,-0.06,0.18,0.34,-0.08
204953,1.07,-0.02,-0.07,0.12,-0.05,-0.07
204956,1.06,-0.02,-0.06,0.18,0.26,0.22
204959,1.06,-0.02,-0.06,-0.00,-0.28,-0.04
204962,1.07,-0.01,-0.05,-0.00,-0.31,-0.04
204965,1.06,-0.01,-0.06,0.18,0.08,0.04
204968,1.07,-0.01,-0.06,0.29,0.08,0.10
204971,1.06,-0.01,-0.06,0.17,0.18,0.01
204990,1.06,-0.01,-0.06,0.11,0.05,0.21
204993,1.06,-0.01,-0.06,0.07,-0.32,0.13
204996,1.07,-0.02,-0.05,0.23,0.12,0.12
204999,1.06,-0.01,-0.06,-0.08,-0.20,-0.01
205002,1.06,-0.01,-0.06,0.01,-0.18,0.09
205005,1.07,-0.02,-0.06,0.26,-0.18,0.07
205008,1.06,-0.01,-0.06,0.09,0.26,-0.11
205011,1.06,-0.01,-0.06,-0.12,-0.09,0.10
205014,1.06,-0.01,-0.06,-0.26,0.01,0.01
205016,1.06,-0.02,-0.06,0.35,-0.32,0.10
205019,1.06,-0.01,-0.06,-0.26,-0.21,-0.02
205022,1.06,-0.02,-0.06,0.15,-0.44,-0.07
205027,1.07,-0.01,-0.05,-0.11,0.06,0.33
205030,1.06,-0.01,-0.06,-0.05,-0.14,0.01
205033,1.06,-0.01,-0.05,-0.00,0.29,-0.07
205035,1.06,-0.02,-0.05,0.06,-0.24,-0.11
205038,1.06,-0.01,-0.06,-0.02,0.43,0.35
205041,1.06,-0.01,-0.06,-0.02,-0.20,-0.25
205044,1.06,-0.01,-0.05,0.14,0.11,-0.11
205047,1.06,-0.01,-0.07,-0.06,0.09,-0.08
205050,1.05,-0.02,-0.06,-0.12,0.01,-0.07
205053,1.06,-0.01,-0.05,0.09,-0.28,-0.04
205056,1.06,-0.02,-0.05,-0.12,0.01,0.04
205059,1.06,-0.01,-0.05,0.21,-0.06,0.12
205063,1.06,-0.01,-0.06,0.33,-0.20,-0.14
205066,1.06,-0.02,-0.05,-0.08,-0.05,0.16
205069,1.07,-0.01,-0.05,0.21,-0.02,-0.19
205072,1.06,-0.01,-0.06,0.26,-0.32,0.09
205075,1.06,-0.01,-0.06,-0.17,0.32,0.21
205078,1.06,-0.01,-0.06,-0.11,-0.06,-0.37
205081,1.06,-0.02,-0.06,0.18,0.12,0.30
205084,1.06,-0.01,-0.06,0.07,-0.09,-0.25
205087,1.06,-0.02,-0.07,0.06,0.15,0.03
205090,1.06,-0.01,-0.07,-0.15,-0.57,-0.26
205093,1.06,-0.01,-0.06,0.04,0.09,0.03
205096,1.06,-0.01,-0.07,0.30,-0.17,0.06
205099,1.07,-0.02,-0.06,0.12,-0.00,0.09
205103,1.06,-0.01,-0.06,0.06,-0.12,-0.10
205106,1.06,-0.01,-0.05,0.29,-0.11,0.24
205109,1.06,-0.01,-0.06,-0.22,-0.20,-0.08
205112,1.06,-0.01,-0.06,0.12,0.09,0.06
205115,1.06,-0.02,-0.05,0.01,0.30,0.19
205118,1.06,-0.01,-0.06,-0.05,0.11,-0.04
205121,1.06,-0.01,-0.06,-0.26,-0.28,-0.11
205124,1.07,-0.01,-0.06,0.30,0.21,0.09
205127,1.06,-0.02,-0.05,0.03,-0.11,0.15
205130,1.06,-0.02,-0.06,0.24,0.01,0.10
205133,1.06,-0.01,-0.06,-0.03,-0.06,0.04
205136,1.06,-0.01,-0.06,0.01,-0.05,-0.17
205140,1.06,-0.01,-0.06,0.40,-0.32,0.18
205143,1.06,-0.02,-0.07,0.23,-0.26,-0.16
205146,1.07,-0.02,-0.07,0.24,-0.26,0.35
205149,1.07,-0.01,-0.06,0.24,-0.50,0.27
205152,1.06,-0.02,-0.06,-0.28,-0.05,-0.14
205155,1.06,-0.02,-0.05,0.18,-0.41,-0.19
205158,1.06,-0.02,-0.06,0.38,0.03,-0.01
205161,1.06,-0.01,-0.06,0.07,-0.12,-0.01
205164,1.06,-0.02,-0.06,-0.03,-0.41,0.03
205167,1.06,-0.02,-0.06,0.17,-0.02,-0.16
205170,1.07,-0.02,-0.06,-0.11,-0.11,0.38
205173,1.06,-0.01,-0.06,0.06,-0.38,-0.10
205177,1.06,-0.01,-0.06,0.21,0.05,0.06
205180,1.07,-0.01,-0.06,0.01,-0.28,-0.01
205183,1.06,-0.01,-0.06,-0.14,0.27,-0.04
205186,1.06,-0.01,-0.06,0.20,-0.46,-0.13
205189,1.06,-0.02,-0.05,-0.00,-0.17,0.28
205192,1.06,-0.01,-0.06,0.18,0.01,-0.02
205195,1.06,-0.01,-0.06,-0.02,-0.14,-0.25
205198,1.06,-0.02,-0.06,-0.11,0.21,-0.25
205201,1.06,-0.01,-0.05,0.01,-0.11,0.21
205204,1.06,-0.01,-0.06,-0.37,-0.09,-0.05
205207,1.06,-0.01,-0.05,0.04,-0.11,-0.05
205210,1.06,-0.02,-0.06,0.17,-0.14,-0.13
205213,1.07,-0.01,-0.06,0.01,-0.09,0.18
205217,1.06,-0.02,-0.06,-0.03,-0.02,0.18
205220,1.06,-0.01,-0.06,0.03,-0.26,0.03
205223,1.06,-0.01,-0.06,0.17,0.03,0.18
205226,1.06,-0.01,-0.07,0.20,-0.12,-0.20
205229,1.06,-0.02,-0.06,0.03,-0.20,0.25
205232,1.06,-0.02,-0.05,0.06,-0.06,0.22
205235,1.07,-0.01,-0.07,0.17,-0.08,-0.23
205238,1.07,-0.02,-0.06,0.12,-0.26,-0.22
205241,1.07,-0.02,-0.06,0.30,0.17,0.04
205244,1.06,-0.01,-0.05,0.09,-0.31,0.18
205247,1.06,-0.02,-0.05,0.03,-0.11,-0.10
205250,1.07,-0.02,-0.06,0.24,0.24,-0.19
205254,1.06,-0.02,-0.06,-0.03,-0.21,0.10
205257,1.06,-0.01,-0.06,-0.05,-0.11,-0.07
205260,1.07,-0.01,-0.06,0.07,-0.29,0.28
205263,1.06,-0.01,-0.06,0.12,-0.17,-0.34
205266,1.06,-0.01,-0.07,-0.12,0.06,0.06
205269,1.06,-0.02,-0.07,0.32,-0.06,-0.05
205272,1.06,-0.01,-0.05,-0.03,-0.03,0.06
205274,1.07,-0.01,-0.05,0.18,-0.26,-0.02
205277,1.06,-0.02,-0.06,-0.06,0.05,-0.17
205280,1.06,-0.01,-0.06,0.14,0.27,0.22
205283,1.06,-0.02,-0.05,-0.03,0.18,0.19
205286,1.07,-0.01,-0.05,0.15,-0.17,0.06
205291,1.06,-0.01,-0.06,-0.09,-0.37,0.04
205294,1.07,-0.01,-0.06,0.24,-0.17,0.12
205297,1.06,-0.01,-0.06,-0.06,-0.44,-0.07
205299,1.06,-0.01,-0.05,0.20,-0.28,-0.01
205302,1.06,-0.02,-0.05,0.30,-0.32,-0.01
205305,1.06,-0.02,-0.06,0.11,-0.24,-0.02
205308,1.06,-0.01,-0.06,0.17,0.08,0.27
205311,1.06,-0.01,-0.05,0.09,0.32,-0.07
205314,1.07,-0.01,-0.06,0.03,-0.23,-0.08
205317,1.06,-0.01,-0.06,0.53,-0.09,-0.10
205320,1.06,-0.01,-0.05,-0.05,-0.43,0.01
205323,1.06,-0.02,-0.06,0.04,-0.02,-0.13
205326,1.06,-0.01,-0.06,0.15,-0.34,0.06
205330,1.06,-0.02,-0.06,-0.29,-0.15,0.12
205333,1.06,-0.01,-0.05,-0.02,-0.78,0.18
205336,1.06,-0.01,-0.06,0.49,-0.06,-0.22
205339,1.07,-0.01,-0.06,0.06,-0.29,0.30
205342,1.06,-0.01,-0.07,0.24,-0.08,-0.04
205345,1.06,-0.02,-0.06,-0.08,-0.47,-0.01
205348,1.06,-0.01,-0.06,-0.02,-0.41,0.10
205351,1.06,-0.01,-0.05,0.15,-0.03,-0.07
205354,1.07,-0.02,-0.06,0.06,-0.44,-0.02
205357,1.07,-0.02,-0.06,-0.08,-0.50,-0.11
205360,1.06,-0.02,-0.06,-0.06,0.05,0.30
205363,1.06,-0.02,-0.06,0.35,-0.03,-0.19
205367,1.06,-0.01,-0.06,-0.08,-0.18,0.09
205370,1.06,-0.01,-0.06,-0.09,0.08,-0.07
205373,1.06,-0.01,-0.05,-0.02,-0.05,0.10
205376,1.07,-0.02,-0.06,0.04,0.14,-0.05
205379,1.06,-0.02,-0.06,0.06,-0.15,0.03
205382,1.06,-0.02,-0.05,-0.05,-0.28,0.04
205385,1.07,-0.01,-0.05,0.14,-0.02,-0.20
205388,1.06,-0.02,-0.05,-0.17,0.08,-0.07
205391,1.06,-0.01,-0.06,0.09,-0.17,0.06
205394,1.06,-0.01,-0.06,0.24,-0.00,-0.05
205397,1.06,-0.01,-0.06,0.11,-0.12,-0.19
205400,1.06,-0.01,-0.05,0.14,-0.28,0.21
205404,1.06,-0.02,-0.06,-0.11,0.06,-0.28
205407,1.06,-0.01,-0.06,-0.05,-0.18,-0.17
205410,1.06,-0.01,-0.06,0.01,-0.00,0.03
205413,1.06,-0.01,-0.07,0.27,0.12,-0.07
205416,1.06,-0.01,-0.06,0.18,0.18,0.28
205419,1.06,-0.01,-0.06,0.01,0.12,-0.36
205422,1.06,-0.01,-0.07,0.14,-0.05,-0.25
205425,1.06,-0.02,-0.06,0.07,-0.11,0.01
205428,1.06,-0.01,-0.06,0.15,0.29,0.01
205431,1.07,-0.01,-0.06,0.23,-0.44,-0.07
205434,1.06,-0.02,-0.06,0.38,-0.14,0.01
205437,1.06,-0.02,-0.05,-0.15,-0.29,0.10
205441,1.07,-0.01,-0.06,0.06,-0.23,-0.14
205444,1.06,-0.01,-0.06,0.33,-0.12,0.12
205447,1.06,-0.02,-0.05,0.09,-0.00,-0.25
205450,1.06,-0.02,-0.07,0.07,0.40,-0.34
205453,1.06,-0.02,-0.06,0.09,-0.35,0.13
205456,1.06,-0.01,-0.06,0.09,-0.15,-0.07
205459,1.06,-0.02,-0.05,0.17,-0.32,0.04
205462,1.06,-0.02,-0.06,0.18,0.06,0.15
205465,1.06,-0.01,-0.06,0.18,-0.06,0.21
205468,1.06,-0.02,-0.06,-0.09,0.15,0.12
205471,1.06,-0.02,-0.06,0.18,-0.18,0.13
205474,1.06,-0.02,-0.06,-0.02,-0.26,-0.28
205477,1.06,-0.02,-0.05,0.11,-0.09,0.04
205481,1.06,-0.01,-0.06,-0.05,-0.21,0.07
205484,1.06,-0.01,-0.06,0.04,0.32,0.15
205487,1.06,-0.01,-0.05,-0.00,-0.44,-0.10
205490,1.06,-0.01,-0.05,0.38,-0.14,-0.17
205493,1.06,-0.01,-0.05,-0.09,-0.31,0.06
205496,1.06,-0.01,-0.06,0.20,-0.02,-0.28
205499,1.06,-0.02,-0.07,0.29,0.49,-0.08
205502,1.07,-0.01,-0.05,-0.40,-0.29,-0.16
205505,1.05,-0.02,-0.06,-0.08,0.24,0.44
205507,1.06,-0.02,-0.07,-0.18,-0.17,-0.08
205510,1.06,-0.02,-0.06,0.40,-0.11,-0.05
205513,1.06,-0.02,-0.06,0.11,-0.15,0.25
205518,1.07,-0.01,-0.05,-0.09,0.06,0.13
205521,1.06,-0.01,-0.06,0.26,-0.06,-0.17
205524,1.06,-0.01,-0.06,0.26,0.17,0.04
205526,1.06,-0.02,-0.05,0.29,0.14,0.04
205529,1.06,-0.01,-0.06,0.15,-0.08,0.18
205532,1.06,-0.01,-0.05,0.15,-0.26,0.21
205535,1.06,-0.01,-0.06,0.23,-0.11,0.04
205538,1.06,-0.01,-0.05,-0.22,-0.03,0.28
205541,1.06,-0.02,-0.06,0.33,-0.37,-0.10
205544,1.06,-0.01,-0.05,-0.11,-0.31,0.09
205547,1.06,-0.01,-0.06,-0.02,0.18,-0.14
205550,1.06,-0.02,-0.06,0.12,-0.24,-0.10
205553,1.06,-0.01,-0.06,-0.09,-0.08,-0.10
205557,1.07,-0.01,-0.06,0.15,-0.00,0.06
205560,1.07,-0.01,-0.05,-0.06,-0.03,-0.07
205563,1.06,-0.01,-0.06,0.12,-0.29,0.01
205566,1.06,-0.02,-0.06,-0.02,-0.00,0.21
205569,1.07,-0.01,-0.07,0.06,-0.00,-0.20
205572,1.06,-0.01,-0.06,0.03,-0.03,-0.17
205575,1.06,-0.01,-0.06,0.17,-0.26,-0.04
205578,1.06,-0.01,-0.06,0.14,-0.50,0.32
205581,1.06,-0.02,-0.06,-0.00,0.03,0.10
205584,1.06,-0.01,-0.05,0.04,0.21,0.10
205587,1.06,-0.00,-0.06,-0.15,-0.47,-0.07
205590,1.06,-0.02,-0.07,0.15,0.30,-0.08
205609,1.06,-0.01,-0.06,-0.08,0.17,-0.05
205612,1.06,-0.01,-0.06,0.11,0.01,0.24
205615,1.06,-0.02,-0.06,-0.02,0.05,0.01
205618,1.06,-0.01,-0.05,0.24,0.18,0.18
205621,1.06,-0.01,-0.06,-0.00,-0.00,0.33
205624,1.06,-0.02,-0.06,0.04,-0.02,0.15
205627,1.07,-0.01,-0.06,-0.08,-0.20,0.12
205630,1.06,-0.01,-0.07,0.03,0.30,0.13
205633,1.06,-0.01,-0.06,-0.09,-0.26,0.15
205636,1.06,-0.01,-0.05,0.21,-0.23,-0.04
205639,1.07,-0.01,-0.05,0.15,0.11,0.04
205642,1.06,-0.01,-0.06,0.21,0.20,-0.11
205646,1.06,-0.01,-0.06,-0.08,0.12,0.07
205649,1.06,-0.01,-0.06,-0.00,-0.28,0.03
205652,1.06,-0.02,-0.05,0.09,-0.00,0.27
205655,1.06,-0.02,-0.06,0.06,-0.26,0.27
205658,1.06,-0.02,-0.04,-0.05,-0.06,-0.04
205661,1.07,-0.02,-0.06,-0.00,-0.24,0.21
205664,1.07,-0.01,-0.06,0.26,-0.14,0.07
205667,1.06,-0.01,-0.06,0.14,-0.02,-0.30
205670,1.06,-0.02,-0.06,-0.03,0.15,0.07
205673,1.06,-0.01,-0.06,0.17,-0.43,-0.28
205676,1.06,-0.01,-0.06,0.04,-0.09,0.12
205679,1.06,-0.01,-0.07,0.14,-0.09,-0.01
205682,1.06,-0.01,-0.05,0.01,-0.15,0.18
205686,1.07,-0.01,-0.06,-0.05,-0.14,0.10
205689,1.07,-0.01,-0.06,0.24,-0.14,0.21
205692,1.07,-0.01,-0.06,0.30,0.23,-0.31
205695,1.07,-0.01,-0.06,0.18,-0.29,0.04
205698,1.06,-0.01,-0.05,-0.15,-0.32,-0.08
205701,1.06,-0.01,-0.06,0.01,-0.23,-0.07
205704,1.06,-0.01,-0.06,-0.17,-0.37,-0.04
205707,1.07,-0.01,-0.05,0.17,-0.05,-0.20
205710,1.07,-0.01,-0.06,0.06,-0.03,0.30
205713,1.06,-0.02,-0.06,0.11,-0.34,0.04
205716,1.06,-0.02,-0.07,-0.00,-0.11,0.13
205719,1.06,-0.01,-0.05,0.07,-0.02,0.03
205723,1.06,-0.01,-0.06,0.29,0.15,-0.19
205726,1.06,-0.01,-0.06,-0.00,-0.46,-0.14
205729,1.06,-0.01,-0.07,0.04,-0.24,0.24
205732,1.07,-0.02,-0.06,0.15,-0.15,0.07
205735,1.07,-0.01,-0.06,-0.12,-0.24,0.30
205738,1.06,-0.01,-0.06,0.01,0.24,-0.19
205741,1.06,-0.01,-0.06,0.11,-0.02,0.18
205743,1.06,-0.01,-0.06,0.11,-0.32,0.32
205746,1.06,-0.01,-0.06,-0.17,-0.53,-0.07
205749,1.07,-0.01,-0.05,0.23,0.24,-0.01
205752,1.06,-0.01,-0.06,0.15,-0.43,-0.13
205755,1.06,-0.01,-0.06,0.24,-0.46,0.28
205760,1.06,-0.02,-0.07,0.11,0.18,0.07
205762,1.06,-0.01,-0.06,-0.15,-0.31,0.22
205765,1.06,-0.01,-0.06,0.20,-0.26,0.13
205768,1.06,-0.01,-0.06,-0.03,0.09,-0.08
205771,1.06,-0.01,-0.06,0.23,-0.23,-0.01
205774,1.06,-0.02,-0.06,-0.02,-0.21,-0.14
205777,1.07,-0.01,-0.05,-0.20,0.05,0.12
205780,1.07,-0.01,-0.05,0.24,-0.12,0.06
205783,1.05,-0.01,-0.06,0.26,-0.40,-0.02
205786,1.06,-0.01,-0.07,0.09,0.06,-0.11
205789,1.06,-0.01,-0.06,0.26,-0.03,-0.07
205792,1.06,-0.02,-0.05,0.11,0.08,0.18
205795,1.05,-0.02,-0.06,0.15,-0.23,-0.17
205799,1.06,-0.02,-0.06,-0.09,0.01,0.13
205802,1.06,-0.01,-0.06,0.15,-0.35,-0.07
205805,1.06,-0.01,-0.06,0.18,-0.11,0.25
205808,1.06,-0.01,-0.05,-0.17,-0.17,-0.23
205811,1.06,-0.01,-0.05,0.07,-0.15,0.06
205814,1.07,-0.01,-0.06,0.17,-0.35,-0.17
205817,1.06,-0.01,-0.06,0.11,0.08,-0.30
205820,1.06,-0.01,-0.06,0.14,0.37,0.06
205823,1.06,-0.02,-0.06,0.09,0.05,0.09
205826,1.07,-0.01,-0.05,0.17,0.01,0.09
205829,1.06,-0.01,-0.05,0.04,0.27,0.19
205832,1.07,-0.01,-0.06,0.21,0.12,0.53
205836,1.06,-0.02,-0.06,-0.14,-0.23,0.09
205839,1.06,-0.01,-0.06,-0.20,-0.15,0.06
205842,1.06,-0.02,-0.06,0.12,0.06,-0.01
205845,1.06,-0.02,-0.06,0.09,-0.29,-0.10
205848,1.07,-0.02,-0.05,0.11,0.41,0.03
205851,1.06,-0.02,-0.07,0.04,-0.31,0.22
205854,1.06,-0.01,-0.06,0.20,0.20,0.19
205857,1.06,-0.01,-0.06,0.03,-0.35,-0.30
205860,1.06,-0.01,-0.05,0.14,-0.12,-0.10
205863,1.06,-0.01,-0.06,0.07,-0.03,0.27
205866,1.06,-0.02,-0.07,0.15,-0.14,-0.17
205869,1.07,-0.01,-0.06,0.11,-0.26,0.01
205873,1.06,-0.01,-0.05,0.04,0.06,0.13
